id,zona,nombre,direccion,lat,lon,tipo,riesgo,mensaje,audio_hint,vibro_patron,radio_m,orden
21a600bc,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 1,Carrera 26/Calle 23,7.0630066,-73.16952189999999,U1-CIRCULACION PEATONAL,medio,Atención: Andén de cc metro en autopista. Sigue con precaución.,—,corto,12,1
70ac4275,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 2,Autopista #14-46,7.1047018,-73.1245861,U1-CIRCULACION PEATONAL,medio,Atención: tramo de acceso vehicular cc metro y cruce a Ardila Lule. Sigue con precaución.,—,corto,12,2
f4a7bc49,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 3,calle 23/cra 24,7.073872,-73.1097362,U1-CIRCULACION PEATONAL,medio,Atención: desde cruce con cc metro hasta esquina Ardila Lule. Sigue con precaución.,—,corto,12,3
2ed3339d,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 3,calle 23/cra 24,7.073872,-73.1097362,U1-CIRCULACION PEATONAL,medio,Atención: Esquina cra 25 a Cra 24 por la calle 23. Sigue con precaución.,—,corto,12,3
6083e757,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 4,cra 24/calle 23,7.073872,-73.1097362,U1-CIRCULACION PEATONAL,medio,Atención: esquina optica hasta esquina clinica foscal. Sigue con precaución.,—,corto,12,4
1f05f873,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 4,Cra 24/Calle 23,7.073872,-73.1097362,U1-CIRCULACION PEATONAL,medio,Atención: entrada ardila lule a acceso vehícular FCV. Sigue con precaución.,—,corto,12,4
b99a73d4,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 5,Calle 27/Cra 23,5.3384434,-72.3916918,U1-CIRCULACION PEATONAL,medio,Atención: Anden FCV entrada 3. Sigue con precaución.,—,corto,12,5
30215fd0,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 5,Calle 27/Cra 23,5.3384434,-72.3916918,U1-CIRCULACION PEATONAL,medio,Atención: clínica Foscal sede principal. Sigue con precaución.,—,corto,12,5
79361f3b,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 5,Calle 27/Cra 25,7.119349,-73.1227416,U1-CIRCULACION PEATONAL,medio,Atención: Esquina FCV ambulantes. Sigue con precaución.,—,corto,12,5
2e41d06b,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 6,Cra 23/Calle 25,7.1223052,-73.1365604,U1-CIRCULACION PEATONAL,medio,Atención: Urgencias clínica Foscal. Sigue con precaución.,—,corto,12,6
76bed5ca,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 6,Cra 23/Calle 25,7.1223052,-73.1365604,U1-CIRCULACION PEATONAL,medio,Atención: Construcción en frente clínica Foscal. Sigue con precaución.,—,corto,12,6
fec8705f,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 7,Transversal 154/Cra 24,7.0728263,-73.1126099,U1-CIRCULACION PEATONAL,medio,Atención: Entrada de la Ardila Lule por la transversal 154. Sigue con precaución.,—,corto,12,7
e17e5738,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 7,Tranversal 154 #150,7.074932599999999,-73.1097166,U1-CIRCULACION PEATONAL,medio,Atención: Ardila lule droguerias. Sigue con precaución.,—,corto,12,7
a929a7de,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 8,Cra 23/Transversal 154,7.0740509,-73.1105426,U1-CIRCULACION PEATONAL,medio,Atención: Curva metro. Sigue con precaución.,—,corto,12,8
2830aa53,U1-CIRCULACION PEATONAL,Punto U1-CIRCULACION PEATONAL 9,Calle 31/ Cra 26,7.1247491,-73.1197103,U1-CIRCULACION PEATONAL,medio,Atención: Esquina entrada cc metro. Sigue con precaución.,—,corto,12,9
335a7772,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 1,"Calle 31/Cra 26, con Autopista",7.1247491,-73.1197103,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina cc metro (común al tramo 9). Sigue con precaución.,—,corto,12,1
d609d087,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 1,Autopista Floridablanca,7.079121,-73.1079622,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina de cc metro hacia ardila lule (común al tramo 2). Sigue con precaución.,—,corto,12,1
8b938834,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 2,Cra 23/ Autopista,7.127253,-73.1224623,U2-CRUCE PEATONAL A NIVEL,medio,Atención: desde la autopista hasta parqueado de cc metro por la cra 23. Sigue con precaución.,—,corto,12,2
b88a3dec,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 3,Cra 23/Entrada parqueadero,7.118653300000001,-73.12096869999999,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Cra 23 por el parqueadero del CC metro. Sigue con precaución.,—,corto,12,3
c21df32d,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 3,Calle 23/Cra 24,7.073872,-73.1097362,U2-CRUCE PEATONAL A NIVEL,medio,Atención: cruce peatonal 2 llegando a entrada Ardila Lule. Sigue con precaución.,—,corto,12,3
50d95d8d,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Cra 24/Calle 23,7.073872,-73.1097362,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Entrada Ardila Lule. Sigue con precaución.,—,corto,12,4
121527f0,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Cra 24/Calle 27,7.1117378,-73.11469699999999,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Cruce en esquina de entrada a parque por la calle 27. Sigue con precaución.,—,corto,12,4
a597f215,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Calle 27 23 50-98,7.1213204,-73.13733049999999,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Ultimo cruce tramo 4. Sigue con precaución.,—,corto,12,4
49c1ff61,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 4,Cra 24/Calle 23,7.073872,-73.1097362,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Cra 24 entrada parque. Sigue con precaución.,—,corto,12,4
245b78cd,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 5,Calle 27/Cra 24,7.1117378,-73.11469699999999,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina FCV. Sigue con precaución.,—,corto,12,5
b04c0fcd,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 5,Calle 27/Cra 24,7.1117378,-73.11469699999999,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Entrada nueva eps. Sigue con precaución.,—,corto,12,5
31a32f51,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 5,Cruce esquina clínica Foscal,7.126052899999999,-73.1207295,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina foscal. Sigue con precaución.,—,corto,12,5
73225c68,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 6,Cra 23/Transversal 154,7.0740509,-73.1105426,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Construcción en frente foscal. Sigue con precaución.,—,corto,12,6
6c5d61a2,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 6,Cra 23/Cra 25,7.117891,-73.1168193,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Entrada urgencias foscal. Sigue con precaución.,—,corto,12,6
abfaeeea,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 6,Cra 23/Calle 25,7.1223052,-73.1365604,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina urgencias foscal. Sigue con precaución.,—,corto,12,6
f5d57953,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Tv 154/Cra 23,7.0740509,-73.1105426,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina ardila lule. Sigue con precaución.,—,corto,12,7
09b33abf,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Transversal 154/Cra 24,7.0728263,-73.1126099,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Esquina ardila lule. Sigue con precaución.,—,corto,12,7
e0b35e0f,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Travs 154 # 150,7.0728263,-73.1126099,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Ardila lule droguerias entrada parqueadero. Sigue con precaución.,—,corto,12,7
e7493776,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,transveral 154#150,7.074932599999999,-73.1097166,U2-CRUCE PEATONAL A NIVEL,medio,Atención: entrada planta electrica. Sigue con precaución.,—,corto,12,7
3453f15f,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 7,Tranversal 154#150,7.074932599999999,-73.1097166,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Ardila lule esquina planta electrica. Sigue con precaución.,—,corto,12,7
391d4d1d,U2-CRUCE PEATONAL A NIVEL,Punto U2-CRUCE PEATONAL A NIVEL 8,Transversal 154 Calle 50 2-98,7.1126844,-73.1194817,U2-CRUCE PEATONAL A NIVEL,medio,Atención: Acceso de carga metro 1. Sigue con precaución.,—,corto,12,8
7c9d91b6,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 1,Calle 31/Cra 26,7.1247491,-73.1197103,U3-PASO ELEVADO,medio,Atención: Rampas inicio de puente de la estación de metrolínea. Sigue con precaución.,—,corto,12,1
84fa08ba,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 1,Calle 31/Calle 27,7.1255466,-73.1182228,U3-PASO ELEVADO,medio,Atención: Rampas final de puente de la estación de metrolínea. Sigue con precaución.,—,corto,12,1
dbb4b8c4,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 3,Calle 23/Cra 24,7.073872,-73.1097362,U3-PASO ELEVADO,medio,Atención: rampa cruce desde cc metro hacia Ardila Lule. Sigue con precaución.,—,corto,12,3
25808240,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 4,Cra 24/Calle 23,7.073872,-73.1097362,U3-PASO ELEVADO,medio,Atención: Escaleras y rampas de entrada hacia la Clínica Ardila Lule. Sigue con precaución.,—,corto,12,4
02ace34b,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 5,Calle 25/Cra 24,7.1165119,-73.1176301,U3-PASO ELEVADO,medio,Atención: escaleras y rampa junto a acceso vehicular FCV. Sigue con precaución.,—,corto,12,5
97994e8d,U3-PASO ELEVADO,Punto U3-PASO ELEVADO 7,Transversal 154/Cra 23,7.0740509,-73.1105426,U3-PASO ELEVADO,medio,Atención: Rampa en Centro Médico Carlos Ardila Lule. Sigue con precaución.,—,corto,12,7
d9b6e582,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 1,Calle 31/Cra 27,7.1255466,-73.1182228,U4-ITINERARIO VERTICAL,medio,Atención: Rampas final de puente de la estación de metrolínea. Sigue con precaución.,—,corto,12,1
a4cf1913,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 1,calle 31/cra 26,7.1247491,-73.1197103,U4-ITINERARIO VERTICAL,medio,Atención: Rampas inicio de puente de la estación de metrolínea. Sigue con precaución.,—,corto,12,1
e95a7171,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 3,Cra 23/Calle 23,7.119349,-73.1227416,U4-ITINERARIO VERTICAL,medio,Atención: Rampa desde cruce peatonal cc metro hacia Ardila Lule. Sigue con precaución.,—,corto,12,3
e7a9535d,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 4,Cra 24/Calle 23,7.073872,-73.1097362,U4-ITINERARIO VERTICAL,medio,Atención: Escaleras y rampas de acceso a Clínica Ardila Lule. Sigue con precaución.,—,corto,12,4
9413a528,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 5,Calle 27/Cra 24,7.1117378,-73.11469699999999,U4-ITINERARIO VERTICAL,medio,Atención: Esquina FCV. Sigue con precaución.,—,corto,12,5
cd2ff329,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 5,Calle 25/Cra 24,7.1165119,-73.1176301,U4-ITINERARIO VERTICAL,medio,Atención: Entrada 3 FCV. Sigue con precaución.,—,corto,12,5
0b3e1ec1,U4-ITINERARIO VERTICAL,Punto U4-ITINERARIO VERTICAL 7,Transversal 154/Cra 23,7.0740509,-73.1105426,U4-ITINERARIO VERTICAL,medio,Atención: Rampa en Centro Médico Carlos Ardila Lule. Sigue con precaución.,—,corto,12,7
9f536195,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 1,Autopista Floridablanca/Calle 25,7.0960078,-73.110802,U6-MOBILIARIO URBANO,medio,Atención: Fachada cc metro Autopista Floridablanca. Sigue con precaución.,—,corto,12,1
5aab0b9d,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 2,Cra 23/Calle 23,7.119349,-73.1227416,U6-MOBILIARIO URBANO,medio,Atención: Entrada parqueadero metro. Sigue con precaución.,—,corto,12,2
c68a9a8f,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 3,calle 23/cra 24,7.073872,-73.1097362,U6-MOBILIARIO URBANO,medio,Atención: Acera que conecta cruce desde el parqueadero cc metro hacia entrada clínica Ardila Lule. Sigue con precaución.,—,corto,12,3
1e3ecb72,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 5,Calle 155A/Cra 23,7.127253,-73.1224623,U6-MOBILIARIO URBANO,medio,Atención: Esquina FCV. Sigue con precaución.,—,corto,12,5
cbec58d0,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 6,Cra 23/Calle 25,7.1223052,-73.1365604,U6-MOBILIARIO URBANO,medio,Atención: Esquina urgencias clínica Foscal. Sigue con precaución.,—,corto,12,6
3d9d1260,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 6,Cra 23/Calle 25,7.1223052,-73.1365604,U6-MOBILIARIO URBANO,medio,Atención: Construcción en frente de la clínica Foscal. Sigue con precaución.,—,corto,12,6
b066ba34,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 7,Transversal 154/ Cra 24,7.0728263,-73.1126099,U6-MOBILIARIO URBANO,medio,Atención: Esquina Centro médico Carlos Ardila Lule. Sigue con precaución.,—,corto,12,7
bc5bf822,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 7,Transversal 154 #150,7.074932599999999,-73.1097166,U6-MOBILIARIO URBANO,medio,Atención: Centro Médico Ardila Lule droguerías. Sigue con precaución.,—,corto,12,7
cd5ec8e7,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 8,Cra 23/Transversal 154,7.0740509,-73.1105426,U6-MOBILIARIO URBANO,medio,Atención: Curva cc metro Cra 23 hacia la transversal 154. Sigue con precaución.,—,corto,12,8
79a65a3f,U6-MOBILIARIO URBANO,Punto U6-MOBILIARIO URBANO 9,Calle 31/Cra 26,7.1247491,-73.1197103,U6-MOBILIARIO URBANO,medio,Atención: Tramo con entrada a cc metro. Sigue con precaución.,—,corto,12,9
938c96d9,U8-OBRA ESPACIO PUBLICO,Punto U8-OBRA ESPACIO PUBLICO 4,cra 24/cra23,7.1291679,-73.12206619999999,U8-OBRA ESPACIO PUBLICO,medio,Atención: Clínica Ardila Lule obra de fachada. Sigue con precaución.,—,corto,12,4
056cb3b1,U8-OBRA ESPACIO PUBLICO,Punto U8-OBRA ESPACIO PUBLICO 6,Cra 23/Calle 31,7.123953299999999,-73.1214767,U8-OBRA ESPACIO PUBLICO,medio,Atención: Construccion enfrente de la clínica Foscal. Sigue con precaución.,—,corto,12,6
